Date,AAPL,DIS,HD,MCD,MSFT,NKE
2014-03-18,17.032174805639755,75.476317499265,68.54723546105417,80.59302266577777,34.57896562884664,36.911873408597955
2014-03-19,17.027687593609667,74.123101415304,68.48712137332838,79.59088971514996,34.33415879253623,36.68476620153853
2014-03-20,16.94563571648803,74.39006241146,68.77910408513944,80.00499424020276,35.26092752999709,36.740384293063286
2014-03-21,17.079290531955696,73.966607038247,69.06249907013252,79.06911801358342,35.11229480795148,34.85863886314229
2014-03-24,17.28185610359974,73.174929601373,68.40983183196663,79.65714643915841,35.40956025204271,34.69641942952842
2014-03-25,17.467754887703446,73.230162910922,68.24666502242515,79.4335299956299,35.2696706312939,34.13560367332044
2014-03-26,17.300766497155113,72.374046612906,67.73140141334683,79.3755553621225,34.78880005996986,33.93630551202339
2014-03-27,17.22640698351363,72.245168890624,67.56823460380535,79.6405822581563,34.41284670420743,33.982653921627346
2014-03-28,17.207176074813248,72.714652021794,67.60258551107724,80.53504803227037,35.234698226106694,34.084620422756075
2014-03-31,17.20332989307317,73.708851593684,67.95468231061409,81.18933318185381,35.83797221558594,34.23293533348876
2014-04-01,17.360702829271307,75.089684332419,68.1693754810634,81.08166600534008,36.21392557134837,34.47858190438978
2014-04-02,17.389549192321883,75.181739848334,68.65887590968782,80.82492119980733,36.15272386227076,34.54810451879573
2014-04-03,17.26903549779948,75.200150951518,68.18655093469935,80.88289583331472,35.85545841817954,34.29318826597392
2014-04-04,17.045636441730025,74.04025145098,67.60258551107724,81.0568197338369,34.85874487034426,33.76018155552832
2014-04-07,16.778006295649686,72.843529744076,66.23713694701965,80.34455995074607,34.79754316126666,32.82857852248861
2014-04-08,16.777044750214667,73.248574014105,66.2199614933837,81.23074363435909,34.81502936386026,33.79726028321149
2014-04-09,16.997559169979066,74.077073657346,66.7781637365519,81.4543600778876,35.383330948152306,34.093890104676866
2014-04-10,16.77832681079469,71.352230386242,65.93656650839063,82.34882585200168,34.41284670420743,33.57942275807285
2014-04-11,16.654287449677216,70.891952806664,65.00909201204963,82.23287658498688,34.28082587462574,33.02324184282527
2014-04-14,16.72063408469354,71.453491453749,65.24096063613487,82.91200800607349,34.25547088086502,33.54697887135008
2014-04-15,16.601399245599712,71.490313660116,65.1722588215911,83.50831852214954,34.753827654782654,33.50063046174611
2014-04-16,16.635056540976834,72.677829815428,65.76481197203118,83.50831852214954,35.3221292390747,33.880687420498624
2014-04-17,16.825122021965626,73.635207180951,66.20278603974776,83.02795727308828,34.98114828849947,34.31172762981551
2014-04-21,17.02480295730461,72.825118640893,66.94991827291135,82.54759602402702,34.91994657942187,34.25147469733035
2014-04-22,17.041758208475446,73.138107395006,68.41841955878459,82.25772285649005,34.963662085905874,34.460042540548194
2014-04-23,16.819032234210503,73.202546256147,67.4308309747178,82.10036313696997,34.70136904700185,34.344171516538275
2014-04-24,18.19788838802801,73.266985117288,68.50429682696432,82.68839156254498,34.850001769047466,34.01509780835013
2014-04-25,18.331543203495677,72.015030100835,68.1693754810634,83.42549761713897,34.893717275531465,33.695293782082764
2014-04-28,19.04148424968484,71.600780279214,68.84780589968321,83.07764981609462,35.73305500002433,33.21790516316192
2014-04-29,18.985073584163715,72.392457716089,68.28960365651501,84.0632185857203,35.4183033533395,33.59332728095404
2014-04-30,18.91327819168228,73.036846327499,68.28101592969705,83.96383349970762,35.3221292390747,33.811164806092684
2014-05-01,18.95782979683817,73.239368462514,68.12643684697353,83.61598569866327,34.972405187202675,33.79726028321149
2014-05-02,18.993086462788874,73.929784831881,68.18655093469935,84.00524395221291,34.70136904700185,33.82970416993426
2014-05-05,19.26167815430423,74.767490026714,67.57682233062332,83.76506332768228,34.47404841328503,33.96874939874616
2014-05-06,19.05174073432504,74.592584546474,66.48618102474084,83.60770360816221,34.15055366530341,33.48672593886492
2014-05-07,18.985073584163715,73.911373728698,66.1941983129298,84.44419474876888,34.46967686263663,33.45428205214215
2014-05-08,18.95141949393804,75.117300987193,66.16843513247588,84.43591265826784,34.65765354051785,33.85751321569664
2014-05-09,18.87253448022792,75.439495292898,66.73522510246204,85.24755752737134,34.570222527549845,34.04290685411251
2014-05-12,19.107416824420973,75.872156217702,67.21613780426848,85.18958289386394,34.94617588331227,34.58981808743929
2014-05-13,19.137391518088148,75.559167463589,66.35736512247126,85.74448295743471,35.584422277978724,34.571278723597715
2014-05-14,19.14093691196276,74.491323478967,65.53294334794593,85.3303784323819,35.42595627080316,34.10315978659766
2014-05-15,18.97817110226466,73.782496006416,65.47282926022012,84.89142763582592,34.862521578623394,33.806529965132285
2014-05-16,19.258257218359017,74.003429244614,66.43465466383302,85.42148142789351,35.06500592112549,34.270014061171935
2014-05-19,19.486451660470415,74.610995649657,65.69611015748741,84.55186192528262,34.994576584603024,34.52493031399374
2014-05-20,19.490319362879085,74.647817856023,66.94991827291135,84.08806485722347,34.93295091514586,33.95484487586497
2014-05-21,19.541888728327983,75.660428531096,67.05297099472702,84.94112017883226,35.52279660852156,34.39515476710264
2014-05-22,19.57283034759733,75.807717356561,67.65411187198507,84.85001718332065,35.30270493188884,34.70568911144921
2014-05-23,19.793934001959503,76.700655860943,67.99762094470397,84.47732311077311,35.32031226601945,35.15526868460767
2014-05-27,20.164588816123498,77.087289027789,68.43559501242053,84.77547836881114,35.381937935476614,35.50751659759781
2014-05-28,20.11237483360648,76.958411305507,68.42700728560257,83.89757677569918,35.22347192830105,35.34993200494433
2014-05-29,20.478839636827754,77.354250023944,68.61593727559796,84.60155446828895,35.51399294145625,35.5121514385582
2014-05-30,20.40213020572251,77.335838920761,68.89933226059104,84.67668906373149,36.04221296537479,35.758569876139184
2014-06-02,20.2619259934083,77.575183262142,69.42318359648735,85.17758636668168,35.91015795939515,35.67023119096864
2014-06-03,20.548458280183773,77.216166750071,69.6808154010265,84.69338564049649,35.4699746061297,35.12625086649741
2014-06-04,20.783098892976287,77.547566607367,69.56852451219382,85.51986619036433,35.496385607325635,35.395916326491694
2014-06-05,20.864642952092364,78.044666393312,69.4303203413228,85.52821447874683,36.27991197613813,35.27503180994253
2014-06-06,20.80727203303046,77.888172016255,69.65490211898819,85.11914834800416,36.51761098690147,35.4424103713183
2014-06-09,21.140216748709946,78.689055004722,69.62898883694989,84.63494762181897,36.33273397852999,35.64698416855534
2014-06-10,21.26430553432137,78.017049738537,69.74127972578258,84.2175332026938,36.19187530548504,35.47960560717958
2014-06-11,21.176315304524177,77.612005468508,68.93796798259484,83.83351193709865,35.971783628852315,34.935625282708344
2014-06-12,20.82209822559702,76.221967178182,67.74595700883239,83.28252490385343,35.72528095102366,34.76359731684992
2014-06-13,20.594226092019678,76.221967178182,67.43499762437261,83.89194995577617,36.29751931026874,34.693856249610015
2014-06-16,20.801792787951516,76.68224475776,68.15193176076599,84.40119554710887,36.53521832103209,34.661310418231395
2014-06-17,20.77471887109084,76.553367035478,69.11936095686303,84.54311644961143,36.693684328207645,34.91237826029504
2014-06-18,20.797280468474735,76.940000202324,69.71536644374426,84.60990275667145,36.66727332701172,35.43311156235298
2014-06-19,20.72508335684627,77.114905682564,69.48214690539943,85.07740690609164,36.54402198809739,35.16809550684135
2014-06-20,20.510748181699263,76.240378281365,69.2489273670546,85.08575519447415,36.693684328207645,34.9170276647777
2014-06-23,20.492698903792146,76.185144971815,69.65490211898819,85.07740690609164,36.96659800723223,35.079756821670806
2014-06-24,20.368610118180722,76.111500559083,69.47350914472,84.7100822172615,36.750908164132156,34.86123481098578
2014-06-25,20.38665939608784,77.234577853254,69.55988675151438,84.82695825461654,37.00181267549346,35.55399607890214
2014-06-26,20.508492021960876,77.74088319079,69.74991748646201,84.74347537079151,36.728898996468885,35.73532285372589
2014-06-27,20.752157273706946,78.523355076073,70.07815239228066,84.701733928879,37.195493350930256,36.116574021304025
2014-06-30,20.966492448853952,78.928399346102,69.9313104607302,84.10065716533875,36.71129166233827,36.056131763029434
2014-07-01,21.09960587341893,79.600404612287,70.67415787916188,84.31771266328384,36.860954002448516,36.26535496474914
2014-07-02,21.090581234465375,79.572787957512,70.81236205003289,83.92534310930618,36.88736500364444,36.16771747061328
2014-07-03,21.2146700200768,79.941010021175,70.87282637478896,84.30101608651884,36.79932833299135,36.47457816646885
2014-07-07,21.65191377737669,79.710871231386,70.32864745198437,83.62480472753606,36.96659800723223,36.567566256122056
2014-07-08,21.512483105544216,79.038865965201,69.75855524714146,83.55801842047603,36.78172099886074,36.11192461682136
2014-07-09,21.521507744497775,80.290820981655,69.73264196510314,84.37615068196136,36.68488066114234,36.586163874052694
2014-07-10,21.441414073784948,79.959421124358,68.58381979473789,83.9670845512187,36.69808616174031,36.03288474061613
2014-07-11,21.483153028945154,79.987037779133,68.76521276900608,83.79177049518613,37.05463467788532,35.93524724648027
2014-07-14,21.760660676767067,79.867365608442,68.6356463588145,83.87525337901116,37.09865301321186,36.24210794233584
2014-07-15,21.50571462632905,79.305826961357,68.98115678599203,83.73333247650861,37.371566692236435,36.279303178197125
2014-07-16,21.383882000456016,78.569382834031,68.80840157240327,82.87345877311076,38.80656442388179,35.76321928062185
2014-07-17,21.002591004668183,78.274805183101,68.71338620492945,82.12211281868547,39.20272944182069,35.5818925057981
2014-07-18,21.30491640961238,78.992838207243,69.17118752093967,82.63970669840066,39.34358811486564,36.04218354958145
2014-07-21,21.19413896645745,78.928399346102,68.85159037580046,81.43755317132018,39.471241287312615,35.716725235795245
2014-07-22,21.370345042025676,79.361060270906,69.56852451219382,80.36897225835975,39.46683945377996,35.819012134413775
2014-07-23,21.927616497407893,79.20456589385,69.98313702480684,79.60092972716944,39.502054122041194,35.972442482341556
2014-07-24,21.89151794159366,79.904187814809,70.13861671703673,79.60092972716944,39.08828176997168,36.54431923370875
2014-07-25,22.03613778082443,79.379471374089,69.99177478548629,79.90981639732207,39.17631844062477,36.135171639234656
2014-07-28,22.340493729533176,80.226382120514,70.02632582820402,79.95990612761709,38.70972408616339,36.45133114405555
2014-07-29,22.196099506276244,79.351854719315,69.94858598208909,79.9932992811471,38.634892916108264,36.311849009575745
2014-07-30,22.14420783229329,80.281615430063,70.62233131508526,80.10182703011965,38.36506052055655,37.013909086457424
2014-07-31,21.568887099003955,79.057277068384,69.83629509325638,78.94141494495169,37.99662705387337,35.86085677475771
2014-08-01,21.6884635651386,78.596999488806,68.8861414185182,78.72435944700659,37.7325170419141,36.64660613232727
2014-08-04,21.56663093926557,80.309232084838,69.12799871754248,78.7327077353891,38.181504062244855,35.87480498820569
2014-08-05,21.46059143156126,79.858160056851,69.12799871754248,77.99805835772881,37.926197717350895,35.76321928062185
2014-08-06,21.424492875747024,79.710871231386,69.55124899083494,78.03145151125882,37.626873037130395,35.86550617924037
2014-08-07,21.422236716008637,78.716671659496,69.50806018743775,77.89787889713877,38.05825272333053,35.49820322511022
2014-08-08,21.481188679875718,79.950215572766,71.2010612806076,78.09823781831884,38.03184172213461,35.828310943379094
2014-08-11,21.76461158308286,80.548576426218,71.5897605111823,78.08154124155384,38.03184172213461,35.828310943379094
2014-08-12,21.76007681663155,80.281615430063,71.62431155390007,78.10658610670134,38.31355906822449,35.674880595451306
2014-08-13,22.048034486290003,80.640631942134,71.79706676748883,78.44051764200148,38.80656442388179,35.916649628549635
2014-08-14,22.10698645015709,81.570392652882,72.43626105776724,78.19006899052638,38.973834098122666,35.93989665096293
2014-08-15,22.215820844988635,82.187164609517,72.28941912621679,78.29859673949893,39.43162478551873,35.86085677475771
2014-08-18,22.483372065616173,82.822347669336,72.20304151942241,78.68261800509408,39.71334213160861,36.52107221129545
2014-08-19,22.794003567531202,82.932814288434,76.21096247468165,78.84958377274415,40.15352548487405,36.502474593364816
2014-08-20,22.80307310043383,82.702675498645,78.38767816590003,78.63252827479906,39.81691971200284,36.68845077267122
2014-08-21,22.80534048365949,83.19977528459,78.73318859307756,78.91637007980417,40.056086971674496,36.7023989861192
2014-08-22,22.973126842358116,83.301036352097,78.6295354649243,78.84958377274415,39.99408064509296,36.865128143012306
2014-08-25,23.023009273322575,83.19977528459,78.77637739647474,78.84123548436165,40.01179673840197,37.19988526576383
2014-08-26,22.875402625332292,82.868375427294,79.14780110569058,78.56574196773903,39.865638968602624,36.95346682818285
2014-08-27,23.156784883636345,83.190569732998,79.3551073619971,79.01654954039422,39.746055338766794,37.06505253576669
2014-08-28,23.18399348234423,83.715286173718,79.90792404548112,79.2669981918693,39.754913385421304,36.75819183991111
2014-08-29,23.24067806298566,82.739497705012,80.7630623527455,78.91335320312292,40.24210595141911,36.63227567907914
2014-09-02,23.42206872103823,83.586408451436,79.13916334501114,78.13870227539273,39.94093236516593,36.9727156694767
2014-09-03,22.433489634651718,83.715286173718,77.27246887225444,78.42498631390171,39.82577775865735,36.75819183991111
2014-09-04,22.247564210147832,82.978842046392,78.07992276047013,78.31552476976593,40.09151915829251,37.2711836062636
2014-09-05,22.44029178432869,83.715286173718,79.53854913918234,78.36604548244398,40.66729219083538,38.25985864687019
2014-09-08,22.301981407563606,83.365475213238,78.85264744919266,77.88609871200246,41.1633428034877,38.42774686131282
2014-09-09,22.218088228214288,82.481742260448,77.21169277314144,76.69886196406816,41.42022615646836,38.16658741662428
2014-09-10,22.90057057913709,82.408097847715,77.4895263690866,78.30710465098626,41.49109052970441,38.46039179189888
2014-09-11,22.998068057840346,82.822347669336,77.46347946946675,78.27342417586755,41.6328192761765,38.157260293599684
2014-09-12,23.05021787203046,82.546181121589,77.13355207428184,78.59338868949524,41.362648853214075,38.16658741662428
2014-09-15,23.043415722353487,82.923608736843,77.60239626743933,78.70285023363103,40.95960773043407,38.05932550184149
2014-09-16,22.868827213977887,83.098514217083,78.37512095616188,78.93861355946196,41.42022615646836,37.86811947983739
2014-09-17,23.0320788062252,83.153747526632,79.19993944412415,78.75337094630908,41.20763303676023,38.01268988671854
2014-09-18,23.079693853964002,83.162953078224,79.95529953310012,78.71127035241071,41.34936178323232,38.22721371628412
2014-09-19,22.89150104623446,83.301036352097,80.1723570299323,79.45224080502219,42.09343770221079,38.152596732087396
2014-09-22,22.914174878491032,82.196370161109,79.78165353563438,79.09017569749612,41.685967556103535,37.63960496573492
2014-09-23,23.27242142814486,81.294226105135,79.4343615407029,78.73653070874973,41.24306522337825,37.3644548365095
2014-09-24,23.070624321061374,82.343658986574,80.76275342131581,79.99112840692145,41.70368364941254,37.700231265394756
2014-09-25,22.190879629506405,81.073292866938,79.79033583550768,79.28383842942866,40.78244679734396,37.19190306055457
2014-09-26,22.84388599849566,81.690064823573,80.60647202359665,79.73852484353117,41.110194523560665,41.73887553504244
2014-09-29,22.698773472053603,81.772914787897,80.6412012230898,81.0183828980419,41.13676866352418,41.56166019757522
2014-09-30,22.84388599849566,81.957025819728,79.65141903753506,79.8311461501076,41.06590429028814,41.59896868967358
2014-10-01,22.48790683206749,80.539370874627,79.0262934466584,79.30909878576769,40.65843414418088,40.8994344628293
2014-10-02,22.651158424314804,79.894982263217,80.08553403119942,79.25015795430997,40.534421491017795,41.645604304796535
2014-10-03,22.587671693996406,81.423103827417,81.21423301472674,79.87324674400598,40.82673703061649,42.107296894513766
2014-10-06,22.587671693996406,81.524364894925,80.9711286182747,79.01439462847904,40.82673703061649,41.608295812698174
2014-10-07,22.390409353364234,80.189559914147,80.28522692828503,78.14712239417241,40.33068641796417,41.07198623878421
2014-10-08,22.855222914623944,81.110115073304,81.69175950775752,79.00597450969936,41.43794224977738,41.426416913718654
2014-10-09,22.905105345588403,78.900782691328,80.80616492068224,78.07134132515533,40.61414391090835,40.68024707175142
2014-10-10,22.839351232044347,79.416293580456,80.35468532727133,77.71769633640893,39.00197941978833,40.661592825702236
2014-10-13,22.63075197528389,77.243783404846,78.66163685198035,76.39573768799981,38.66537364691711,39.822151753489095
2014-10-14,22.390409353364234,77.455511091452,78.227521858316,76.70728208284783,38.73623802015315,39.68224490812024
2014-10-15,22.11605598305972,75.559167463589,76.27400438682642,76.15155424338921,38.28447764077337,39.724216961730896
2014-10-16,21.825830930175606,75.246178709475,77.16828127377498,75.70528794806638,37.8592914013571,40.59163940301781
2014-10-17,22.14553196499326,77.170138992113,78.34907405654202,76.65676137016978,38.6476575536081,40.65692926418995
2014-10-20,22.619415059155603,78.725877211088,79.74692433614123,77.11986790305195,39.046269653060854,41.45906184430473
2014-10-21,23.233875913308687,80.585398632585,81.78726480636368,76.63150101383074,39.754913385421304,42.2705215474441
2014-10-22,23.35177984104286,80.180354362556,81.040587017261,76.57256018237301,39.31201105269602,41.906763749485066
2014-10-23,23.76897835456377,80.999648454205,82.3082027987609,76.63992113261041,39.87892603858438,42.14460538661213
2014-10-24,23.8574063003644,81.570392652882,82.47316649635334,77.18722885328935,40.86216921723451,42.39177414676377
2014-10-27,23.832465084882173,81.423103827417,82.88991689027112,77.47351289179834,40.66729219083538,42.736877698673624
2014-10-28,24.202048550664284,82.785525462969,83.86233447607928,77.97029989979922,41.18105889679671,43.114626181169534
2014-10-29,24.338091544203714,82.417303399307,83.7147353782334,78.07976144393501,41.29621350330528,42.881448105554774
2014-10-30,24.256465748080057,83.052486459125,84.66978836429496,78.62706916461394,40.79130484399846,43.371122064345776
2014-10-31,24.487738837097083,84.120330443747,84.66978836429496,78.9217733219026,41.58852904290397,43.35713137980889
2014-11-03,24.805172488689085,84.424113646268,83.42821948241493,78.82073189654649,42.022573328974744,43.58098233239906
2014-11-04,24.62378183063651,83.172158629815,83.31534958406219,79.54486211159862,42.13772793548332,43.81416040801383
2014-11-05,24.682733794503598,83.770519483267,83.15906818634303,79.68800413085312,42.394611288463985,44.154600398411375
2014-11-06,24.753022674498972,84.691074642424,84.47009546720938,79.70484436841245,43.13868720744246,44.117291906313014
2014-11-07,24.823615471454765,82.84996432411,84.7826582626477,80.0753295947182,43.12097111413345,43.7348798623048
2014-11-10,24.782626105480432,82.647442189096,85.22545555618534,80.08374971349788,43.30699009387806,44.28518012075564
2014-11-11,24.980741374356366,82.831553220927,85.20809095643877,80.10901006983691,43.28927400056905,44.24787162865728
2014-11-12,25.33370535913533,82.757908808195,85.5119714520038,80.26899232665075,43.2095515806785,44.68158284930074
2014-11-13,25.69122371791144,83.301036352097,85.95476874554144,80.3952941083459,43.94476945300247,44.82615325618189
2014-11-14,26.000921149717502,83.586408451436,85.29491395517164,81.00996277926222,43.91819531303895,44.53701244241959
2014-11-17,25.957654596744597,83.227391939365,85.11258565783261,80.80787992855001,43.811898753184884,44.79817188710812
2014-11-18,26.29467827253354,83.107719768674,83.33271418380878,81.17836515485575,43.44871884035016,44.98937790911222
2014-11-19,26.112503312647625,82.684264395462,83.95783977468544,81.30466693655089,42.98517075259919,45.2132288617024
2014-11-20,26.485961980413755,81.837353649038,84.7131998636614,81.3720278867883,43.41306129513855,45.37645351463273
2014-11-21,26.52239697239094,81.892586958587,85.32964315466478,81.405708361907,42.771225481329516,45.43241625278027
2014-11-24,27.01313077058363,83.383886316421,85.43383075314424,81.81829418211112,42.423564415516296,45.67958501293192
2014-11-25,26.779719103229795,84.368880336719,84.22699107075734,81.67515216285663,42.31659177988145,45.371789953120434
2014-11-26,27.098525283030153,84.617430229691,84.82606976201414,81.73409299431435,42.56619459636274,45.60963159024749
2014-11-28,27.082584974040135,85.160557773594,86.30206074047294,82.23526858012443,42.619680914180165,46.304502255579486
2014-12-01,26.20359079259058,85.335463253834,85.850581147062,81.3603349303204,43.34174620471532,45.55833241361224
2014-12-02,26.10339456465333,86.044290726384,85.63352365022982,80.79120333287506,43.19911602386887,45.72155706654258
2014-12-03,26.399428874467947,85.712890869088,86.00865012913772,81.12248888959697,42.860369344358546,45.93608089610816
2014-12-04,26.29923264653069,85.823357488187,86.32270950682805,81.2584009128675,43.5378627033792,46.192576779284394
2014-12-05,26.187650483600567,86.31125172254,86.92465664740118,81.81054350740402,43.16345847865726,46.32315650162866
2014-12-08,25.595581863971336,86.348073928906,87.61384250399941,78.66757796927304,42.51716547169678,45.57232309814913
2014-12-09,25.98725802772606,85.556396492031,86.92465664740118,77.60576528747204,42.423564415516296,45.25053735380076
2014-12-10,25.49310844903551,84.350469233536,86.31398563522554,76.45051308967254,41.80847176061597,45.544341729075356
2014-12-11,25.41796127808257,85.519574285665,87.47426055835926,77.27447973075012,42.04916019079436,45.33448146102207
2014-12-12,24.98757293535209,85.277229987962,87.04679084983631,76.97717217984584,41.85304369213049,44.979026948380195
2014-12-15,24.644856292066706,84.727294850866,87.28233538310405,75.14235986569369,41.6034408756492,44.63292650186048
2014-12-16,24.30783261627776,84.046866630391,84.67389777395383,75.3632169035083,40.257368543910815,43.59462516230132
2014-12-17,24.91470295139772,85.174699708164,86.31398563522554,77.85210582964987,40.7744029494792,44.197962427180286
2014-12-18,25.652511538935688,86.321174654991,87.82321542245963,79.5679951234403,42.361163711395974,45.404636956938226
2014-12-19,25.45439627005975,86.582160821749,88.92242324437578,79.18574255799193,42.48596511963661,44.356981551256915
2014-12-22,25.71854996189433,87.803203244792,90.29207108596971,79.75487415543728,42.771225481329516,44.86677815491434
2014-12-23,25.627462481951373,88.259929036617,90.51889174763495,80.03519270343274,43.19020163756597,44.88548628715865
2014-12-24,25.506771571026952,88.008263804387,90.34441431558477,79.70390714671082,42.91385566217597,45.03515134511312
2014-12-26,25.957654596744597,88.576840810537,90.51016787603244,80.5108847848796,42.68208161830049,45.287711130411296
2014-12-29,25.939437100756003,89.014924733308,91.19062986102816,80.7317418226942,42.29876300727565,45.50753168428193
2014-12-30,25.622908107954224,88.269249971144,90.96380919936291,80.06067620779596,41.91544439625081,45.31109629571668
2014-12-31,25.135590090259395,87.793882310265,91.57448021153856,79.59347862780352,41.40732437698533,44.969672882258045
2015-01-02,24.89648545540913,87.383761191075,90.23100398475215,79.21972056380957,41.68367035237532,44.44584517941738
2015-01-05,24.19511185984835,86.106793160869,88.33792384700767,78.34478691400554,41.295894548199044,43.730259121072564
2015-01-06,24.197389046846926,85.650067369044,88.06748382732988,78.48919343873048,40.69417347275307,43.47302230271331
2015-01-07,24.536689909634443,86.526235214586,91.08594340179805,79.85680817289017,41.21120787832145,44.37101265044015
2015-01-08,25.479445327044065,87.421044929183,93.10115774197766,80.15411572379445,42.423564415516296,45.39528289081608
2015-01-09,25.506771571026952,87.849807917427,91.50468923871848,79.17724805653752,42.06698896340016,44.8948403532808
